sample	color	PC1	PC2	PC3
Ames22060	1	6.0849436482	19.8804341101	-1.6752474405
Ames22061	1	10.7373685719	28.4917739994	-3.8723087029
Ames22062	1	13.2593216856	29.4219874172	-3.1186156601
Ames22064	1	10.6470976385	23.5505688813	-3.1402551248
Ames22065	1	8.0114134646	11.8450221419	6.9494321471
Ames22066	1	12.0364791162	28.8584469111	-3.601713779
Ames22067	1	10.9170416548	27.4287555142	-1.9045667117
Ames22439	1	-1.1213305602	-1.0879979741	6.356682931
Ames22441	1	1.0365007571	-0.8332782851	4.1758028755
Ames22442	1	3.8906497601	-1.1781263345	-1.0241404506
Ames22747	1	4.0021599169	0.047395183	0.0639269239
Ames22748	1	-14.2965023861	0.6948494122	4.6059713403
Ames22749	0	3.8085019441	-4.4600683142	6.5381865776
Ames22751	1	-12.1485301194	1.0317144711	1.2168881414
Ames22752	1	-18.8426868314	0.9514462095	0.4866552148
Ames22753	1	-31.8474947049	3.6845804769	-10.418033339
Ames22756	1	0.6628257902	-3.8091592135	2.7755194487
Ames22757	1	4.2778784998	-0.8453430846	2.3944668035
Ames22758	0	4.1198435878	-5.1585507325	-1.4750959627
Ames22759	0	4.8563742177	-5.9389160938	-5.5044792982
Ames22760	0	5.093493583	-3.5417559719	-2.5158471521
Ames22761	0	5.0471314522	-3.9729529081	-2.4316363167
Ames22762	0	6.8979979225	-3.9194998794	-3.1200088405
Ames22765	1	7.1521793777	-4.7981398322	-4.5768363121
Ames22766	0	5.5811963333	-9.0329932656	-7.4015130039
Ames22767	1	5.5337786439	-1.3017287002	3.0162855114
Ames22792	1	3.8774906057	-1.0737952888	-0.4847686998
Ames22793	1	5.2902717045	0.8167565786	-1.2444133566
Ames22794	1	6.6658203063	0.5096001785	1.7386943203
Ames2328	1	2.7211600253	-3.3854345715	7.2288215674
Ames2333	0	3.715239853	-2.181358932	-2.472289366
Ames2337	1	5.0774157029	-2.8747539081	-4.2734161392
Ames2338	1	3.0297259101	-5.6441111428	-5.1300357028
Ames23389	1	5.0297734144	2.3845686091	0.9642131934
Ames2339	0	5.228319072	-2.1214895695	-3.756094662
Ames23391	0	4.6242302775	-0.2267496904	0.2876827571
Ames23392	1	6.5497330853	-0.9675130896	0.2751638457
Ames23394	1	3.4434155625	-1.8023672883	2.432300216
Ames23395	1	5.575518002	-1.558966855	5.7653781522
Ames23396	1	4.9491614831	-2.5628165523	6.578735155
Ames23397	1	3.8755693528	-0.4879518384	5.4923934031
Ames23398	0	6.4340248145	-1.3932444625	1.7612827826
Ames23399	1	3.70385044	-2.2079977303	9.1784095893
Ames23400	1	3.7333185498	-2.2462043733	9.4079584813
Ames23401	1	3.5508375335	-2.865944001	8.2463804185
Ames23402	1	0.5854776376	1.1784517556	5.6044254017
Ames23403	1	2.0672019707	-1.5481823171	11.0657881329
Ames23404	1	0.1321826102	1.7421330216	7.9115512483
Ames23406	1	-0.3173315706	-0.8569358352	4.609549983
Ames23407	1	-2.1450534986	0.5127406192	7.0252369151
Ames23408	1	0.369676313	0.0248086331	3.1523065633
Ames23410	1	0.101886683	-0.3800758947	3.3828972291
Ames23413	1	0.4695967723	-0.6798883433	0.2691727516
Ames23417	0	6.2318035668	-1.5553818204	-0.8626220233
Ames23418	0	3.6092275849	1.1907136962	-0.2302478643
Ames23419	0	3.6734754767	-3.9810358689	5.2165738249
Ames23420	0	3.8021259457	-2.7538707022	2.1258343736
Ames23421	1	0.8002933482	-1.3618227877	9.1598996769
Ames23422	1	5.3910584312	-1.1494835679	1.4690508278
Ames23423	1	2.3151257883	-1.7614447583	-0.5906907451
Ames23424	1	4.0054957113	1.916014685	0.2463624229
Ames23425	1	4.6136451973	-1.7738126471	0.5760928144
Ames23426	1	4.1653230163	-3.0771753308	9.6209695013
Ames23427	1	-0.5337728785	0.6383378544	7.0388105169
Ames23428	1	-0.6857536339	-1.1076618604	8.1990979244
Ames23429	1	2.54861618	0.8202219767	2.3109218651
Ames23430	1	1.4706632383	-1.8281395385	7.0394984153
Ames23431	1	5.5406194778	0.0255838898	4.8894741186
Ames23433	1	3.0680131283	1.6587190583	2.1172001944
Ames23434	1	4.6683559036	-0.6397970421	6.3553641125
Ames23435	1	4.431183964	0.0768510553	2.1152548041
Ames23436	1	2.4275389066	0.6462035795	5.6951414581
Ames23437	1	3.0669648431	0.5598327557	5.0516544296
Ames23438	1	2.7713915783	1.1695243929	5.6547438332
Ames23439	1	3.8117150698	0.4114691004	5.7856085191
Ames23440	1	2.5074051944	0.4885284662	4.75134578
Ames23441	1	2.6047009938	-2.0020066966	5.6334505852
Ames23442	1	4.9343329442	-1.9470157441	6.3077601798
Ames23443	1	3.2199769876	-0.3899865011	6.908891123
Ames23444	1	3.177429999	-0.0148380776	2.1338501174
Ames23445	1	2.3317425638	-1.6036263173	-0.5842230133
Ames23448	1	2.1608795698	0.7018818455	4.7884782709
Ames23449	1	-0.0275180943	-0.6226443631	8.0435152654
Ames23452	1	1.4996851261	-2.5095028267	3.9806681736
Ames23455	1	1.937087257	0.4958357361	5.8242298557
Ames23456	1	3.5417958232	-4.5275895602	-0.9011720627
Ames23457	1	3.4522779078	-3.4208950296	-1.776135022
Ames23458	1	2.3241357909	-0.3576428396	9.3560163425
Ames23459	1	3.1118612821	-1.8758942155	1.3501256373
Ames23461	1	4.1864723805	0.160450898	5.6365468205
Ames23463	1	0.8483873841	-1.432962381	4.196499726
Ames23464	1	2.2956603043	1.2336501139	8.3030553114
Ames23465	1	6.448335191	-3.1441763046	13.5551378771
Ames23466	1	5.4534389008	-6.1870714778	20.0295113398
Ames23467	1	5.6557908543	-7.0436682726	15.7118162847
Ames23468	1	-27.6062723681	3.5223184325	8.5019332301
Ames23469	1	-27.438703432	3.5779476651	8.3433672603
Ames23471	1	-24.2391227053	2.7613428776	8.6572841132
Ames23473	1	-17.1421111	2.0185236019	10.4705150206
Ames23474	1	-20.5297716796	1.3442478099	6.2440111687
Ames23475	1	0.9847453556	-2.4603973305	4.7108132957
Ames23476	1	5.8858265688	-3.7632475583	13.4145418029
Ames23477	1	-6.7297453489	1.6597719955	4.8256278269
Ames23478	1	3.2444335347	-2.0157876526	1.3424136855
Ames23480	1	4.3851553222	-2.6579785699	8.3677952774
Ames23481	1	3.5766783542	-1.6285668334	8.2400429904
Ames23482	1	2.2340286215	-4.7633389616	-3.7457495253
Ames23483	1	2.7893751274	-2.793552734	2.0165120414
Ames23484	1	2.8873711351	4.8227491891	4.6303080604
Ames23485	1	7.1642790649	-5.6608863671	15.9758366929
Ames23486	1	6.2061006394	-3.7381023538	6.4482772022
Ames23487	1	5.5925166193	-6.3136665449	22.1612735207
Ames23488	1	-16.7197929175	1.5587877946	5.9927193297
Ames23491	1	0.1710966226	-2.1048265529	10.2744009371
Ames23493	1	-0.4514304329	-1.9210000952	11.9696712798
Ames23494	1	-5.0017858921	0.4405042606	13.5000372025
Ames23495	1	5.2394077106	0.6826160068	1.1477268822
Ames23496	1	-22.3441593041	2.6396607471	7.3160471096
Ames23497	1	3.0506225634	1.1699881343	2.6809807255
Ames23498	1	-1.7525586925	0.7753783389	0.7518317285
Ames23499	1	3.752417604	-0.3049534523	0.2252958765
Ames23501	1	3.5513027006	-0.0220003054	8.4851108326
Ames23504	1	-22.1431836293	0.1215840357	-7.6129158902
Ames23505	1	6.044433425	-0.3237927585	0.4910595803
Ames23507	1	10.3512408731	22.772615581	-3.3256858087
Ames23508	1	7.0431617922	17.2656132745	-2.1799984979
Ames23509	1	7.0035244582	16.8187588902	-1.2909776007
Ames23510	1	7.3956768983	19.8022904057	-0.2772552452
Ames23923	0	4.9131962105	-4.3054491691	-2.9113318981
Ames23924	1	5.4202560741	-7.8410340809	-8.0342990808
Ames24585	1	4.7559956761	0.5871203848	0.958983878
Ames24589	1	-7.5671400454	-0.0323305855	2.2138172088
Ames24590	1	-1.7599483634	-0.8764336052	2.749324992
Ames24705	1	5.0172141371	-4.3007991802	-5.3841547307
Ames24706	1	3.87005709	-3.2370739777	-2.6578753434
Ames24707	1	3.213590078	-5.4757568418	-5.5975624981
Ames24708	1	2.9376650355	-5.5398092268	-5.4475401448
Ames24710	1	10.2812907586	23.076668596	-3.7336616628
Ames24711	1	4.7036108152	-1.1793815264	9.5736197407
Ames24713	1	2.0116344259	1.9762574735	2.9709660928
Ames24714	1	3.3207792734	-1.9502588408	1.52483622
Ames24715	1	-5.3504193805	-3.4572743812	11.2402616269
Ames24716	1	-12.8813248652	-0.2204019364	5.658969992
Ames24718	1	2.4286981372	-0.1250422365	10.8793093672
Ames24720	1	5.9669552071	-2.9971645746	2.697860568
Ames24721	1	-16.6786974687	3.3330008994	7.9234750535
Ames24722	1	5.9173384999	-3.1735158657	-0.6639036822
Ames24727	1	3.3930697644	1.7584317305	5.8243387309
Ames24728	1	4.8558566929	-3.5976770448	-0.866745604
Ames24729	1	2.8344932053	-1.0144723306	1.7815757428
Ames24730	1	4.3682073796	-0.3121822205	4.1628548694
Ames24732	1	3.2607939909	-1.0192719384	0.86684833
Ames24733	1	6.0260425101	-0.9395276192	1.048205263
Ames24735	1	3.1116196264	-0.5367186955	9.6943584553
Ames24736	1	3.4515285649	-4.1243763197	1.4906125746
Ames24737	1	1.5900803153	-4.6357174447	-3.115348835
Ames24738	1	6.032605983	-3.1453682674	-0.5966307972
Ames24739	1	4.9126029118	-1.8971824348	3.0333978331
Ames24740	1	2.0583511066	-2.0163363036	1.278324057
Ames24741	1	4.5435700876	3.9556661101	-0.3714731173
Ames24742	1	3.1099582644	-4.7221980284	1.5817025792
Ames24743	1	3.3663231736	-4.164204401	1.6324107389
Ames24744	1	-0.2716492087	-0.0448173583	4.5012966552
Ames24745	1	3.2519886605	-4.2680422474	1.7462167102
Ames24746	1	-18.0927399816	0.6939118665	8.4482047288
Ames24747	1	-18.2752772353	1.5745609024	8.3984687399
Ames24748	1	3.6293522981	0.0373445597	0.4505187236
Ames24749	1	2.6764051608	-1.5015411517	3.3193976323
Ames24750	1	3.2184788668	-2.2306010536	2.4480403173
Ames24751	1	-21.8447848508	2.9975945683	5.2406261681
Ames25181	1	5.8966681871	-7.8628274116	-6.8076858965
Ames25218	0	4.578075574	-2.362250797	-2.3462845176
Ames25372	1	6.1581802596	-5.599386196	19.4870370644
Ames25559	1	2.7309653285	-4.1024434537	-2.5205581177
Ames26004	0	3.5213558444	4.4077168712	-2.9687081331
Ames26021	1	0.7627851933	1.3185817128	-0.5207111049
Ames26022	1	-0.5754226904	-0.4228808807	0.9745816029
Ames26028	1	-11.1839028375	-0.689625739	-1.8916847883
Ames26114	1	-0.44298948	-0.3698175221	5.6898476818
Ames26115	1	2.8301240586	2.2127899669	5.3933942552
Ames26117	1	2.8066099206	-0.6981119156	-0.6039338227
Ames26118	0	4.1595368177	-2.0956144273	-1.3438441525
Ames26119	1	4.6221238408	-1.7087776931	-0.5179273478
Ames26120	1	2.9072079508	0.5555653951	3.7936416186
Ames26121	1	2.0250783814	-0.5266545771	6.31857299
Ames26122	1	1.9541814894	-0.4948501251	6.0373510909
Ames26123	1	3.6344868503	-0.9767756783	4.0158033196
Ames26124	1	0.8691244521	-0.9465997969	5.0047232456
Ames26125	1	6.0972499805	1.3642860364	1.100025292
Ames26126	1	4.3191347991	-3.0880619927	-1.1593729165
Ames26127	1	5.9734060157	-2.8417238864	2.0261922896
Ames26129	0	4.2375521556	-5.516481952	-4.0230355895
Ames26130	0	3.6684540026	-2.6095543825	-3.6707539852
Ames26131	0	3.4648734203	-3.0928303728	-3.6061672956
Ames26132	0	1.9248188983	-2.7155640686	2.3548159679
Ames26133	0	3.3917410459	-4.4996639764	-3.3337025946
Ames26134	1	3.2999049098	0.4770868895	2.1374797048
Ames26135	1	2.5609618534	-0.2263627047	1.0791731528
Ames26136	1	5.5124892481	-1.6687596622	2.2055432881
Ames26137	1	4.2535974104	-2.5626094921	0.6232225607
Ames26443	1	-0.5102252728	-5.1755433826	3.7431012258
Ames26484	1	-24.0718497121	3.1511902385	-8.4396681481
Ames26501	1	-18.3040387008	1.0497888804	2.276994772
Ames26511	1	-18.6346556045	1.4340473233	-8.5085431063
Ames26741	1	4.535765843	-2.242167083	3.4188673771
Ames26742	0	2.0890511615	-3.7173974056	-3.3153332786
Ames26743	1	4.0303346974	-1.3192540593	5.8071468253
Ames26744	1	-27.7320886346	3.4478929164	8.4469778708
Ames26745	1	0.0297393937	-1.6096030989	2.9834614317
Ames26746	1	-4.2624355174	0.7153122414	4.3880463787
Ames26747	1	-1.9052744922	-0.5148285612	1.6346518776
Ames26748	1	-1.0058236183	-0.4508719957	3.774252657
Ames26749	0	3.8927539333	1.0994667843	-0.7059006641
Ames26750	0	4.8381020265	0.2267673272	-0.164048837
Ames26751	0	0.4050255588	-3.4320759054	0.6135708551
Ames26752	0	5.8941876595	1.5373931358	0.4895056751
Ames26753	1	3.6244199234	-1.052715365	-2.7040160015
Ames26755	1	-0.7686629316	0.1945726189	7.4987956959
Ames26756	1	-1.0220428886	0.0412653311	6.0952070981
Ames26757	1	2.2395484991	-3.5492358901	0.3150630661
Ames26758	1	5.7666750481	-7.1365236055	22.6183382381
Ames26760	1	-27.1291065509	3.3398735789	8.2168884629
Ames26761	1	-27.7071957395	3.4563882913	8.5125427006
Ames26762	1	-27.5225354414	3.3848585344	8.2243600657
Ames26763	1	-12.9400324934	3.5949412322	0.6127007432
Ames26764	1	6.726421057	0.2721357837	0.1513408072
Ames26765	1	2.1927471415	0.1556900819	11.8118025792
Ames26766	1	2.1921654123	0.0059958149	11.702534374
Ames26767	1	5.9115015527	-7.314984527	21.9720771592
Ames26768	1	5.9353029136	-7.6408245055	22.557562377
Ames26770	1	2.2021287331	2.832083714	0.8533885734
Ames26772	1	2.0776209709	-3.0747955813	10.6867431337
Ames26773	1	-6.9099174233	-2.2658905149	0.6407694259
Ames26775	1	2.7275970507	-1.7375888278	3.4448446391
Ames26776	0	4.0612377781	-1.6916963052	-1.0561199615
Ames26777	0	4.4206373132	2.3046376004	-1.5173791525
Ames26778	0	4.6359374855	-4.3360450376	5.200639199
Ames26779	0	1.2199641508	-1.3928161773	-0.490422548
Ames26780	0	-1.8036790307	3.3974979164	3.6605150556
Ames26781	0	-0.663745028	2.3019009371	3.6314162441
Ames26782	0	5.4748380654	1.5963938463	2.7982389992
Ames26783	1	0.3556176835	-1.4636250295	3.5488723086
Ames26784	1	0.5812322886	0.0240566832	6.8901494401
Ames26785	1	3.2801316224	-6.2445324686	16.2603770976
Ames26786	1	0.9369212309	-4.1990251364	17.9507858435
Ames26790	1	4.7756793883	-2.8195180517	2.8268047245
Ames26791	1	-2.7189186578	-0.3759677052	5.2396788331
Ames26792	1	3.7859554581	-1.1236758861	0.3128069671
Ames26793	1	1.6450176853	-5.2164697247	-0.7944585444
Ames26794	1	1.5348908847	-0.383325679	1.4254109336
Ames26795	1	2.1858813864	2.5994035548	6.6284182006
Ames26797	1	-1.2273075465	-0.1750477528	5.2905382153
Ames26799	1	5.01104585	3.7548994934	-1.7844097373
Ames26800	0	-2.5042784336	-1.7321224334	0.4491292895
Ames26801	1	2.6946809476	-4.6357123331	5.4208853285
Ames26802	1	2.7127101959	-1.5282781525	3.7050379149
Ames26803	1	-1.3743596097	-0.8669044275	3.7713137443
Ames26804	1	2.4461512484	1.3457386943	5.3227642499
Ames26805	0	-9.08962143	-1.9818306309	-6.4888895033
Ames26806	0	5.272882774	-1.6839280174	-2.1812764751
Ames26808	1	-4.2704650326	0.6722559769	4.3884921461
Ames26812	1	7.908701176	15.242393969	-2.2014375276
Ames26813	1	6.382810351	10.3022369211	-1.41007831
Ames26815	1	11.9088468363	29.8316189297	-3.5220743819
Ames26909	1	3.9909815303	2.3796582128	2.9908748851
Ames27018	1	5.6684472087	-3.7341502006	7.1735543579
Ames27019	1	-13.2656860389	2.2782714974	8.694895172
Ames27020	1	-23.6350665389	3.4012419721	10.9838663157
Ames27021	1	-25.994362479	3.5689315782	7.1273191693
Ames27024	1	4.3840550276	6.5422863997	-0.2693542966
Ames27025	1	4.3351409158	6.7023896587	0.9567982613
Ames27028	1	5.3433855611	1.6995033704	1.4855404042
Ames27032	1	-2.9981538112	-0.6032845394	11.5791533124
Ames27033	1	-6.8487483446	-3.1754241073	8.3095818749
Ames27034	1	-11.5724167657	1.9811844922	2.4877891509
Ames27036	1	5.6717863266	2.0014501831	-0.2422657845
Ames27037	1	1.458329652	1.1690701293	1.8010583544
Ames27039	1	3.2684676108	1.2515216772	-0.2061384078
Ames27040	1	1.5021526926	2.4653266037	2.0834599096
Ames27041	1	0.6770596725	-1.4947605288	0.3668477394
Ames27042	1	1.737926943	2.6450396151	2.7410934541
Ames27043	1	3.3379674214	-2.285843514	1.2539321557
Ames27044	1	4.2852991094	5.0943932589	0.268784236
Ames27046	1	1.7322226133	1.3989096732	2.6322493072
Ames27047	1	6.7708215155	14.8329893391	-1.5312290287
Ames27048	1	3.7320351378	2.3180194161	0.3440923108
Ames27049	1	2.822560379	-2.8817803809	0.4358193782
Ames27051	1	-6.1936220007	-0.064195724	1.3662396267
Ames27052	1	-16.51570432	5.3179170958	-1.4332155208
Ames27053	1	-14.2914415447	2.8016898449	3.0030584474
Ames27056	1	1.8973942932	-0.1762298224	4.129408047
Ames27057	1	3.4668918463	2.4199923258	-1.046687072
Ames27075	0	6.4835359501	-7.7341989768	-8.958178054
Ames27077	0	5.0527773243	-8.9207096508	-9.2387278446
Ames27109	1	0.9755785388	-4.695859277	1.2638544992
Ames27117	1	5.2036968995	15.5946103316	-0.8513015275
Ames27119	1	10.355405406	28.6829944969	-2.9510916457
Ames27136	1	1.8051189004	0.5517734029	0.8608257801
Ames27142	1	-30.4023530545	2.9070399897	-11.125836901
Ames27150	1	-27.42399177	2.574872021	-9.5144012644
Ames27152	1	-29.7086896433	2.572424913	-11.3126691587
Ames27154	1	-30.4332199418	2.8572714567	-11.2003989604
Ames27157	1	6.2392096807	-2.620597117	-1.5595480712
Ames27161	1	-30.4830451064	2.8814141104	-11.2022056073
Ames27162	1	6.4023733602	-2.8152655315	-1.5374197939
Ames27163	1	6.4019663116	-2.6616933732	-1.5397804144
Ames27181	1	6.7630726509	-1.5162667607	-2.174567865
Ames27182	1	-31.9272120201	3.611275867	-10.4642161166
Ames27194	1	3.7827589756	-1.4731314254	2.667603212
Ames27197	1	4.2762426282	-4.9435695797	-3.0922232795
Ames27198	1	4.385381492	-6.4977321987	-6.5102752315
Ames27199	1	3.9386594305	-6.3493495719	-2.0407353771
Ames27200	1	0.9717676557	-7.0502361309	9.8053040326
Ames27201	1	1.124982989	-6.6560328108	14.5198912084
Ames27202	0	-12.5549563072	-2.64445158	-4.7922705179
Ames27203	1	-30.9108658349	4.4585605948	-3.8541080896
Ames27204	1	-4.8954151571	-0.2454664283	0.4087523672
Ames27205	1	-23.8700581556	3.4397897843	6.3304863278
Ames27206	1	-24.6033918868	1.1458066692	-8.8549523803
Ames27207	1	6.2164894185	-4.7475988636	-6.9972545945
Ames27208	1	-30.8805139587	2.7262610673	-10.3309151436
Ames27209	0	1.9892897906	-4.8046178899	-3.6909975058
Ames27210	1	3.2276273404	-2.4785356149	-0.0795413074
Ames27211	0	1.6841990619	-1.0210843222	1.5993348714
Ames27212	1	4.8474976354	-4.743422041	7.715582475
Ames27213	1	4.1981183694	-4.7719908649	7.5062707364
Ames27214	1	-16.6190166473	-0.0702797038	-10.3225904191
Ames27215	1	-28.5040884037	2.4865744626	-9.7403180495
Ames27217	1	-30.8474803949	4.1893302677	-8.8051536372
Ames27218	1	-8.1288414551	-4.5591506634	-0.7795568512
Ames27219	1	-12.6302866272	-3.8552896701	-6.4248225899
Ames27260	1	4.7733129865	-8.8604998538	-7.8030802076
Ames27444	0	4.9280167842	6.3429179878	-1.1436400226
Ames27445	1	5.7033503406	7.8776636299	-1.2478577297
Ames27446	1	2.749569249	0.4530670356	1.4300694755
Ames27447	1	3.0791451794	1.1070806491	2.5222416381
Ames27450	1	-27.6249215606	3.3951122172	8.3635177635
Ames28170	1	2.5602143788	-0.2381682072	8.8465074731
Ames28186	1	12.5561787475	30.4181951108	-3.195267894
Ames28290	1	3.6476183154	-1.1277683769	-0.076179009
Ames28364	1	8.1294588938	14.0650731207	-3.0167389945
Ames28365	1	4.5118751705	-1.870786274	3.6575340053
Ames28367	1	1.6701043661	-3.4900650697	-0.0230821418
Ames28413	1	5.0990922574	-2.7403158194	3.8876259225
Ames28927	0	0.6517394472	0.4438155392	0.0809679219
Ames28928	0	4.7230326131	-5.2308031977	-5.6263944439
Ames28929	0	2.6130537744	-4.016121516	-0.4763131812
Ames28930	0	3.9084039591	0.7544349356	0.0081331806
Ames28931	0	2.7909547121	-2.4961650479	-3.7735128899
Ames28932	0	-0.5575562578	-2.559235074	-3.1342242272
Ames28933	0	3.4073500283	-6.2544777038	-4.0277077557
Ames28934	1	-4.5806777637	-1.3288040377	1.1081188792
Ames28935	1	-4.6304511094	-1.3817359017	1.0603059417
Ames28936	1	-2.2244686733	-1.7749237905	1.938721439
Ames28937	1	-5.2091203657	-1.1831080506	1.6331991521
Ames28938	1	6.7772576254	-1.9576786244	-0.2418171052
Ames28940	0	0.323753994	-3.5088044824	0.6603973962
Ames28941	0	3.0860458705	-3.6769697266	-1.5727290199
Ames28942	0	1.9555260667	-4.7794925885	0.4200263
Ames28943	0	2.3630624645	-5.668339618	-1.0528740997
Ames28944	0	6.0999140852	2.7652416525	-0.3344091446
Ames28946	0	2.6700071555	-4.7341530379	4.021513187
Ames28947	0	2.9045767092	-6.7509246737	9.2592150487
Ames28949	1	1.2572812048	-3.1954637523	1.5063457385
Ames28950	0	3.6727724453	-5.6579142058	-5.0850227527
Ames28951	1	-2.3062060391	0.5121460417	4.909804489
Ames28952	0	3.6782417588	0.4161392172	-0.3469423694
Ames28954	1	4.6429385642	-2.2340347535	-0.4878933826
Ames28957	1	4.9606542873	-2.0045543654	-4.2370085929
Ames28970	1	6.5409047371	3.7898640773	-2.057387149
Ames28971	1	4.7269431375	5.197729685	-3.422026932
Ames28972	1	6.0207650356	3.5579693963	-2.3874169919
Ames28973	1	6.5097701998	3.5871426296	-2.0186184359
Ames28974	1	4.7063511278	3.2802902461	-1.9386347399
Ames28975	1	5.8863319238	3.0793300689	-1.6400185132
Ames28977	1	7.3667843722	4.5148942869	-3.6565287835
Ames28978	1	7.2037593973	4.8644285836	-4.3355194169
Ames28979	1	4.9781466059	3.3290172355	-2.4440151275
Ames28980	1	7.7334340739	2.0238125307	-1.3504602185
Ames28982	1	6.9254810814	6.3977014692	-0.0908896894
Ames28984	1	4.8623039466	4.0691861841	-1.4586892813
Ames28985	1	4.1899271964	5.301687362	-0.5668061237
Ames28986	1	5.6445494706	3.9798730798	-2.0869918703
Ames28987	1	7.5764189921	4.2150869969	-3.0217530355
Ames28988	1	6.5322995072	3.1545519794	-4.6289436265
Ames28989	1	6.8017768439	4.8178741323	-3.4766775774
Ames28990	1	5.6107522905	4.107723802	-3.7394296101
Ames28992	1	5.7436244255	3.4570862327	-2.7369324505
Ames28994	1	4.1007848689	5.0623482071	-0.1900356831
Ames28995	1	6.7447398421	3.4298291113	-3.9745243876
Ames28996	1	3.9341523475	5.6958882257	-3.1366593173
Ames29001	1	7.020387028	6.2666780603	-2.3732801605
Ames29002	1	6.8410028273	6.4622910922	-2.3070749937
Ames29003	1	6.1739774388	6.5045575416	-2.6867439679
Ames29005	1	7.1105401588	6.8637694036	-2.3243027895
Ames29006	1	6.9782865703	6.8181702596	-2.2983302307
Ames29007	1	6.255265478	6.1823575732	-3.063242166
Ames29008	1	6.141129001	5.9367724249	-2.7724667743
Ames29009	1	7.2476024429	6.6727217226	-2.5422075429
Ames29010	1	7.0259919369	6.790791283	-3.0481566676
Ames29011	1	7.1145557069	7.518909102	-2.9967626674
Ames29012	1	6.9496337513	7.4150415969	-3.1231950933
Ames29013	1	7.2003285352	6.6001910684	-2.7932101343
Ames29014	1	7.0775323089	6.927291287	-2.7728161094
Ames29015	1	5.975640182	6.0374418781	-2.253847673
Ames29016	1	6.8585072532	4.8975235525	-2.4782978139
Ames29017	1	6.0430890278	6.5245110998	-2.5843640279
Ames29019	1	5.3933726478	6.9672951862	-3.2986286304
Ames29020	1	3.9203652199	7.014840901	-2.4924572375
Ames29022	1	5.2021115309	3.821820293	-2.862558144
Ames29030	1	7.1592614906	4.5625802045	-3.7860075045
Ames29394	1	5.2389158639	-9.6254406716	-9.0518734659
Ames29448	1	5.6065240508	-10.0434734295	-9.129133826
Ames30791	1	-13.2048029249	-0.9279537065	-8.1426498101
Ames30862	0	2.7120332057	-2.6191419483	-1.4365212628
Ames30863	1	4.4411744791	-2.2748657269	-0.7091671366
Ames30864	1	3.5448399524	-6.1158385637	13.0495224986
Ames30865	1	5.2267867408	-6.1396296683	-6.7623479845
Ames30866	1	-0.5392990735	-6.5952720338	-9.185997479
Ames30867	1	-4.7315017741	-5.2957849694	-8.3066718176
Ames30868	1	1.9344008984	-8.0081202053	-6.2736856072
Ames30869	1	-8.9976402779	-4.9070681825	2.4208893506
Ames30870	1	-1.083848903	-6.8744348554	5.0717499304
Ames8397	1	-24.4620628227	3.0470050646	-8.8215057556
CIze127	0	1.8998719796	-3.9960512816	-2.6933689544
CIze23	0	2.7082349153	-4.2613217084	-1.7396999914
CIze27	1	2.7426264517	3.3491382244	3.5730475068
CIze29	1	5.7890730945	-7.0373472859	22.4222818331
CIze3	1	-9.663557097	1.0340500345	-2.2730885286
CIze317	1	5.5244323717	-2.6363935176	-1.8154832478
CIze38	1	3.8268137329	-1.4976699426	6.6195714113
CIze40	1	-1.0221781502	-0.6147816308	5.5181152424
CIze42	1	-2.2684288814	0.4282017456	4.9212275355
CIze44	0	6.1934576856	0.5507319991	-0.832058014
CIze45	1	2.7541921865	-0.1786287297	-0.7140108104
CIze49	0	3.3060000325	-5.1057842174	-2.2195811341
CIze81	1	4.6404894821	-1.5883492674	0.1484525697
CIze82	1	2.3171030475	0.0536599247	2.0631186548
CIze83	1	4.5288440293	2.730409795	0.646245057
CIze85	1	4.7321029676	-1.4299603655	-0.3317010334
CIze86	1	2.6979220404	-2.8782077811	1.2289551266
CIze89	1	3.4397951695	-0.146285822	1.2598788874
CIze90	1	0.3002885988	-0.8563832954	4.9656059697
NSL117226	1	-10.6813544691	-0.2642914974	0.6422788127
NSL15405	1	10.2862416044	24.0482270598	-0.9889438083
NSL174429	1	-27.6776704304	3.4747623199	8.4511235526
NSL197104	1	6.8475468938	-4.5522671055	-0.9271822071
NSL197105	1	-17.1125011352	-0.4464221	6.8363800381
NSL197106	0	3.9795616562	-6.4704865368	-3.0335201707
NSL22628	1	4.9304482467	0.4132131321	-1.2935564677
NSL22630	1	2.1099390724	-1.7967542408	1.0596825075
NSL22631	1	5.9757187552	0.7536664053	0.6538008456
NSL22632	1	2.5956591562	-2.2828200006	1.1929773941
NSL22634	1	4.2267819815	2.2082220968	1.4862069824
NSL22635	0	5.215200051	-0.0134516014	-0.5803009037
NSL22983	1	6.5318921498	-0.0753391213	-0.9370359079
NSL242483	1	0.8725748818	1.1306965859	2.9312713311
NSL243016	1	-20.9125691933	2.8119936659	3.1159441339
NSL246151	0	3.6432896377	-3.2980303062	-3.7539900913
NSL250298	0	3.0626824275	-1.0354162233	0.961842707
NSL250299	0	0.8658173344	-4.5257108356	-0.2236754012
NSL28965	1	2.5559107494	-1.0708117427	0.6211309913
NSL28967	1	4.2198393696	-2.3312482851	8.5317329336
NSL28968	1	0.2889662058	-1.2697945205	-0.3282505173
NSL29282	1	-0.5702308987	0.4050668447	4.4810916424
NSL29284	1	-4.5822478471	1.2579938491	4.3392595397
NSL29285	1	7.7937902408	-1.6741072832	1.0360121457
NSL29287	1	6.7565753249	0.2618106941	-0.649356176
